Diio,Fecha nacimiento,Tipo ganado,Raza,Fundo,Estado reproductivo,Estado leche,Observaciones,Partos,Diio Madre,Padre,Abuelo,Origen,Fecha creado
25836341,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,,,,,"""2018-06-04T00:00:00.000Z"""
25836342,"""2020-08-22T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,21430634,Toro Campo,,,"""2020-08-24T00:00:00.000Z"""
25836343,"""2018-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,25836332,Innovation,,,"""2018-09-19T00:00:00.000Z"""
25836344,"""2020-08-12T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,3,16908142,Bonefire,,,"""2020-08-13T00:00:00.000Z"""
25836345,"""2020-08-06T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,20055830,Bonefire,,,"""2020-08-08T00:00:00.000Z"""
25836346,"""2020-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,,,,,"""2020-10-28T00:00:00.000Z"""
25836347,"""2019-08-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,2,18086759,Deacon,,,"""2019-08-30T00:00:00.000Z"""
25836348,"""2020-09-05T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,12688076,Toro Campo,,,"""2020-09-05T00:00:00.000Z"""
25836349,"""2018-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688466,Subtantial,,,"""2018-08-20T00:00:00.000Z"""
25836350,"""2021-09-21T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,3,16464613,Toro Campo,Toro Campo,,"""2021-09-24T00:00:00.000Z"""
25836351,"""2019-09-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297384,Deacon,,,"""2019-09-09T00:00:00.000Z"""
25836352,"""2016-09-03T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
25836353,"""2020-08-10T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,14476330,Toro Campo,,,"""2020-08-11T00:00:00.000Z"""
25836354,"""2019-08-07T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4236598,Deacon,,,"""2019-08-11T01:00:00.000Z"""
25836355,"""2020-07-22T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,12688834,Black Magic,,,"""2020-07-23T00:00:00.000Z"""
25836356,"""2018-09-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4264348,Innovation,,,"""2018-09-20T00:00:00.000Z"""
25836357,"""2020-09-09T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,23547662,Toro Campo,,,"""2020-09-11T00:00:00.000Z"""
25836359,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
25836360,"""2020-08-29T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,12688349,Toro Campo,,,"""2020-08-30T00:00:00.000Z"""
25836361,"""2013-01-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
25836364,"""2020-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,18086741,Black Magic,,,"""2020-08-30T00:00:00.000Z"""
25836365,"""2016-09-08T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
25836366,"""2020-09-13T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,4221177,Toro Campo,,,"""2020-09-14T00:00:00.000Z"""
25836368,"""2016-09-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
25836369,"""2018-08-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,12688471,Subtantial,,,"""2018-08-17T00:00:00.000Z"""
25836370,"""2016-08-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
25836372,"""2019-08-28T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,10591123,Toro Campo,,,"""2019-08-30T00:00:00.000Z"""
25836373,"""2021-08-25T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,3,25836257,Hickok,Deacon,,"""2021-08-31T00:00:00.000Z"""
25836374,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,,,,,"""2018-06-04T00:00:00.000Z"""
25836375,"""2020-08-03T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,14475838,Bonefire,,,"""2020-08-04T00:00:00.000Z"""
25836376,"""2015-07-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,7,,,,,"""2019-04-18T00:00:00.000Z"""
25836377,"""2020-07-26T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,16464687,Hickok,Toro Campo,,"""2020-07-29T00:00:00.000Z"""
25836378,"""2021-09-29T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Vacía,En Leche,,3,12688958,Toro Campo,,,"""2021-11-03T00:00:00.000Z"""
25836381,"""2020-08-09T01:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,3,4296925,Tahoe (sexado,,,"""2020-08-10T00:00:00.000Z"""
25836382,"""2019-08-18T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,25836332,Infinity,,,"""2019-08-20T00:00:00.000Z"""
25836383,"""2019-07-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,25836368,Deacon,,,"""2019-07-31T00:00:00.000Z"""
25836384,"""2019-07-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4264265,Deacon,,,"""2019-07-31T00:00:00.000Z"""
25836385,"""2020-07-28T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,16464681,Hickok,Toro Campo,,"""2020-07-30T00:00:00.000Z"""
25836386,"""2019-07-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688375,Deacon,,,"""2019-07-24T00:00:00.000Z"""
25836387,"""2016-08-30T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
25836388,"""2020-08-22T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,4264203,Toro Campo,,,"""2020-08-24T00:00:00.000Z"""
25836389,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
25836391,"""2019-07-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4264295,Deacon,,,"""2019-07-18T00:00:00.000Z"""
25836393,"""2019-07-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688477,Deacon,,,"""2019-07-24T00:00:00.000Z"""
25836394,"""2019-08-12T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4298734,Infinity,,,"""2019-08-13T00:00:00.000Z"""
25836395,"""2019-09-03T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,10590935,Toro Campo,,,"""2019-09-09T00:00:00.000Z"""
25836396,"""2018-09-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,21430677,Angus Valley,,,"""2018-09-07T00:00:00.000Z"""
25836397,"""2020-10-01T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,3,4220988,Toro Campo,,,"""2020-10-02T00:00:00.000Z"""
25836398,"""2020-07-26T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,21430646,Black Magic,,,"""2020-07-29T00:00:00.000Z"""
25836399,"""2020-09-23T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,16464177,Toro Campo,Innovation,,"""2020-09-25T00:00:00.000Z"""
25836400,"""2020-10-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,4264545,Tahoe (sexado,,,"""2020-10-15T00:00:00.000Z"""
25836401,"""2024-06-24T00:00:00.000Z""",Novillo,Angus Negro,Recría Feedlot ,,,,,25836289,,,,"""2024-06-24T00:00:00.000Z"""
25836408,"""2024-06-24T00:00:00.000Z""",Vaquilla,Angus Negro,San Pedro,Preñada,,,,19219231,,Abstemio (wagyu),,"""2024-06-24T00:00:00.000Z"""
25836414,"""2024-06-24T00:00:00.000Z""",Vaquilla,Angus Negro,Arriendo Santa Isabel ,Preñada,,,,19219196,,,,"""2024-06-24T00:00:00.000Z"""
25839203,"""2018-07-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Parida,En Leche,,6,12688363,Subtantial,,,"""2018-07-18T00:00:00.000Z"""
25839844,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Agrícola Valdivia,"""2026-01-14T00:00:00.000Z"""
25839910,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Agrícola Valdivia,"""2026-01-14T00:00:00.000Z"""
25839955,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Agrícola Valdivia,"""2026-01-14T00:00:00.000Z"""
25840706,"""2024-02-20T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Isabel,"""2026-02-20T00:00:00.000Z"""
25842484,"""2024-03-11T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Fegosa Purranque & Osorno,"""2026-03-11T00:00:00.000Z"""
25842486,"""2024-03-11T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Fegosa Purranque & Osorno,"""2026-03-11T00:00:00.000Z"""
25842487,"""2024-03-11T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Fegosa Purranque & Osorno,"""2026-03-11T00:00:00.000Z"""
25844067,"""2024-01-20T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Santa Isabel (2),"""2026-01-20T00:00:00.000Z"""
25849304,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt (2),"""2026-03-05T00:00:00.000Z"""
25849307,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt (2),"""2026-03-05T00:00:00.000Z"""
25849325,"""2024-04-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-04-18T00:00:00.000Z"""
25849505,"""2024-01-21T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Agrícola los Lingues,"""2026-01-21T00:00:00.000Z"""
25849512,"""2024-03-13T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,Mollendo 12-03,"""2026-03-13T00:00:00.000Z"""
25849526,"""2024-03-13T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,Mollendo 12-03,"""2026-03-13T00:00:00.000Z"""
25849556,"""2024-03-13T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,Mollendo 12-03,"""2026-03-13T00:00:00.000Z"""
25850301,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-03-05T00:00:00.000Z"""
25850307,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-03-05T00:00:00.000Z"""
25850340,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-03-05T00:00:00.000Z"""
25850344,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-03-05T00:00:00.000Z"""
25850800,"""2024-03-28T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-03-28T00:00:00.000Z"""
25851037,"""2024-04-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-04-18T00:00:00.000Z"""
25851039,"""2024-04-18T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-04-18T00:00:00.000Z"""
25851396,"""2024-01-28T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Oscar Hitschafeld,"""2026-01-28T00:00:00.000Z"""
25851725,"""2024-03-25T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Doña Charo (1),"""2026-03-25T00:00:00.000Z"""
25851730,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Ag Santa Alejandra (2),"""2026-04-09T00:00:00.000Z"""
25851736,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Ag Santa Alejandra (1),"""2026-04-09T00:00:00.000Z"""
25852418,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25852446,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25852448,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25859865,"""2024-01-23T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-01-23T00:00:00.000Z"""
25859994,"""2024-01-23T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-01-23T00:00:00.000Z"""
25862161,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Recría Feedlot ,,,,,,,,Tattersall Puerto Varas,"""2025-11-27T00:00:00.000Z"""
25862169,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Recría FT,,,,,,,,Tattersall Puerto Varas,"""2025-11-27T00:00:00.000Z"""
25862174,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Recría FT,,,,,,,,Tattersall Puerto Varas,"""2025-11-27T00:00:00.000Z"""
25862750,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Alejandra (1),"""2026-04-09T00:00:00.000Z"""
25862761,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Alejandra (1),"""2026-04-09T00:00:00.000Z"""
25862768,"""2026-03-11T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Hugo Reyes,"""2026-03-11T00:00:00.000Z"""
25863602,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Tattersall Puerto Varas,"""2025-11-27T00:00:00.000Z"""
25863610,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Tattersall Puerto Varas,"""2025-11-27T00:00:00.000Z"""
25863620,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Recría FT,,,,,,,,Tattersall Puerto Varas,"""2025-11-27T00:00:00.000Z"""
25864250,"""2024-01-28T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Oscar Hitschafeld,"""2026-01-28T00:00:00.000Z"""
25864781,"""2023-12-24T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ganadera Viento Sur,"""2025-12-24T00:00:00.000Z"""
25876193,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25876194,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-03-05T00:00:00.000Z"""
25876195,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
25876609,"""2024-02-13T00:00:00.000Z""",Novillo,Charolais,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
25876631,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25880602,"""2024-12-02T00:00:00.000Z""",Novillo,Híbrido,Recría FT,,,,,,,,,"""2025-12-02T00:00:00.000Z"""
25880764,"""2024-04-16T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Inversiones El Rocio,"""2026-04-16T00:00:00.000Z"""
25882727,"""2023-12-18T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
25887547,"""2024-11-01T00:00:00.000Z""",Novillo,Angus,Medieria FT,,,,,,,,,"""2025-11-20T00:00:00.000Z"""
25888516,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
25890401,"""2024-10-18T00:00:00.000Z""",Vaquilla,Angus Negro,San Pedro,Preñada,,,,22619881,,Magnitud ,,"""2024-10-18T00:00:00.000Z"""
25890403,"""2024-10-18T00:00:00.000Z""",Vaquilla,Angus Negro,Arriendo Santa Isabel ,Preñada,,,,18086281,,Infinity,,"""2024-10-18T00:00:00.000Z"""
25890404,"""2019-08-18T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4220005,Infinity,,,"""2019-08-20T00:00:00.000Z"""
25890405,"""2019-09-09T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,25836172,Deacon,,,"""2019-09-10T00:00:00.000Z"""
25890407,"""2019-07-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688053,Deacon,,,"""2019-07-24T00:00:00.000Z"""
25890408,"""2015-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,5,,,,ag. Rayen Lafquen,"""2020-10-08T00:00:00.000Z"""
25890409,"""2018-08-13T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,25836358,Subtantial,,,"""2018-08-14T00:00:00.000Z"""
25890410,"""2019-08-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4264216,Deacon,,,"""2019-08-11T01:00:00.000Z"""
25890412,"""2020-10-28T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Vacía,En Leche,,4,,,,,"""2020-10-28T00:00:00.000Z"""
25890414,"""2024-10-18T00:00:00.000Z""",Vaquilla,Angus Negro,Arriendo Santa Isabel ,Preñada,,,,14476456,,Subtantial,,"""2024-10-18T00:00:00.000Z"""
25890415,"""2024-10-17T00:00:00.000Z""",Vaquilla,Angus Negro,San Pedro,Preñada,,,,25836201,,Innovation,,"""2024-10-21T00:00:00.000Z"""
25890421,"""2024-10-17T00:00:00.000Z""",Vaquilla,Angus Negro,Arriendo Santa Isabel ,Preñada,,,,21430390,,Toro Campo,,"""2024-10-21T00:00:00.000Z"""
25890423,"""2024-10-17T00:00:00.000Z""",Vaquilla,Angus Negro,feedlot,Vacía,,,,16464359,,Innovation,,"""2024-10-21T00:00:00.000Z"""
25890425,"""2024-10-17T00:00:00.000Z""",Vaquilla,Angus Negro,feedlot,Vacía,,,,21430003,,Toro Campo,,"""2024-10-21T00:00:00.000Z"""
25890429,"""2024-10-18T00:00:00.000Z""",Vaquilla,Angus Negro,Arriendo Santa Isabel ,Preñada,,,,4236609,,,,"""2024-10-18T00:00:00.000Z"""
25890430,"""2024-10-18T00:00:00.000Z""",Vaquilla,Angus Negro,feedlot,Vacía,,,,22619258,,ADDITON,,"""2024-10-18T00:00:00.000Z"""
25890432,"""2024-09-20T00:00:00.000Z""",Vaquilla,Angus Negro,Arriendo Santa Isabel ,Preñada,,,,24190464,,,,"""2024-11-08T00:00:00.000Z"""
25890433,"""2024-10-01T00:00:00.000Z""",Vaquilla,Angus Negro,Arriendo Santa Isabel ,Preñada,,,,21430544,,Magnitud ,,"""2024-11-08T00:00:00.000Z"""
25890438,"""2013-02-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
25890439,"""2025-08-15T00:00:00.000Z""",Ternera,Angus Negro,Recría Feedlot ,,,,,24189824,Mediator,EMBRION RAMESSES,,"""2025-08-20T00:00:00.000Z"""
25890440,"""2025-09-10T00:00:00.000Z""",Ternero,Angus Negro,Recría Feedlot ,,,,,16464440,,Innovation,,"""2025-09-25T00:00:00.000Z"""
25891151,"""2023-11-25T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
25892859,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt (2),"""2026-03-05T00:00:00.000Z"""
25894492,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
25894496,"""2023-12-24T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende,"""2025-12-24T00:00:00.000Z"""
25894560,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
25894744,"""2023-12-24T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Gondesende,"""2025-12-24T00:00:00.000Z"""
25895071,"""2024-03-28T00:00:00.000Z""",Novillo,Hereford,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-03-28T00:00:00.000Z"""
25899859,"""2025-11-24T00:00:00.000Z""",Novillo,Híbrido,Recría FT,,,,,,,,,"""2025-11-24T00:00:00.000Z"""
25902793,"""2025-12-04T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
25904125,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25904143,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25906073,"""2024-01-28T00:00:00.000Z""",Novillo,Indefinido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
25906089,"""2024-02-13T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
25906342,"""2024-01-08T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,AG Mantos Verdes,"""2026-01-08T00:00:00.000Z"""
25907241,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907256,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907257,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907259,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907264,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907269,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907275,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907277,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907280,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907286,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907291,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907292,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25907297,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
25916695,"""2023-12-24T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Agrícola Gondesende,"""2025-12-24T00:00:00.000Z"""
25916839,"""2024-04-10T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Purranque Osorno,"""2026-04-10T00:00:00.000Z"""
25918785,"""2025-11-24T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-11-24T00:00:00.000Z"""
25926886,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
25927315,"""2024-03-13T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,Mollendo 12-03,"""2026-03-13T00:00:00.000Z"""
25931024,"""2024-11-01T00:00:00.000Z""",Novillo,Angus,Medieria FT,,,,,,,,,"""2025-11-20T00:00:00.000Z"""
25931529,"""2024-01-23T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-01-23T00:00:00.000Z"""
25931541,"""2024-04-02T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-04-02T00:00:00.000Z"""
25931579,"""2024-01-23T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-01-23T00:00:00.000Z"""
25934518,"""2024-01-28T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Oscar Hitschafeld,"""2026-01-28T00:00:00.000Z"""
25934779,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
25934780,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
25934826,"""2024-01-20T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Santa Isabel (1),"""2026-01-20T00:00:00.000Z"""
